DATAFLOW,LAST UPDATE,freq,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NL,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NL,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NL,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NL,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NL,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2009,3.43,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2010,3.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2011,3.13,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2012,3.18,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2013,3.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2014,3.27,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2015,3.38,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2017,3.4,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2018,3.35,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2019,3.73,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,NO,2020,4.04,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2009,3.07,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2010,3.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2011,3.3,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2012,3.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2013,3.06,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2014,3.09,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2015,3.15,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2016,3.23,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2017,3.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2018,3.58,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2019,3.63,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PL,2020,3.77,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2008,3.59,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2010,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2014,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2018,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2019,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,PT,2020,4.21,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2008,3.16,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2009,3.12,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2010,3.04,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2011,2.93,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2012,3.02,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2013,3.15,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2014,3.31,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2015,3.35,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2016,3.62,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2017,3.56,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2018,3.71,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2019,3.72,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RO,2020,4.25,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RS,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RS,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RS,2017,4.42,p
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RS,2018,4.51,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RS,2019,4.92,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,RS,2020,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2008,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2009,6.14,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2010,6.27,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2014,6.28,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2015,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2016,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2017,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2018,5.94,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2019,6.48,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SE,2020,7.09,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2008,3.34,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2010,3.5,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2011,3.47,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2012,3.55,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2013,3.56,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2014,3.59,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2015,3.6,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2016,3.59,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2017,3.67,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2018,3.59,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2019,3.71,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SI,2020,4.03,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2008,4.41,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2009,3.68,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2010,4.59,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2011,4.41,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2012,4.68,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2014,4.16,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2015,4.33,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2016,4,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2017,4.29,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2018,4.11,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2019,4.3,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,SK,2020,4.66,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,TR,2008,,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2008,5.79,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2009,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2010,5.38,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2011,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2012,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2013,,c
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2014,5.67,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2015,5.81,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2016,5.87,b
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2017,5.97,
ESTAT:ISOC_BDE15AG(1.0),02/10/23 23:00:00,A,ICT,UK,2018,6.15,
